addressId,houseNo,street,areaId,pincode
AD01398,13-12,Street_29,A098,520001
AD01399,4-7,Street_63,A099,520001
AD01400,120-2,Street_47,A100,522002
AD01401,95-2,Street_79,A001,522001
AD01402,136-2,Street_10,A002,522001
AD01403,20-7,Street_67,A003,520001
AD01404,26-8,Street_69,A004,522002
AD01405,49-7,Street_68,A005,520002
AD01406,146-6,Street_72,A006,522002
AD01407,192-4,Street_74,A007,522001
AD01408,173-15,Street_55,A008,520001
AD01409,43-6,Street_71,A009,522002
AD01410,130-11,Street_21,A010,522002
AD01411,91-11,Street_71,A011,522001
AD01412,96-14,Street_56,A012,522001
AD01413,156-8,Street_73,A013,520002
AD01414,97-18,Street_33,A014,522001
AD01415,116-15,Street_51,A015,520001
AD01416,186-2,Street_37,A016,520001
AD01417,133-5,Street_39,A017,520001
AD01418,77-8,Street_28,A018,522001
AD01419,6-9,Street_71,A019,520002
AD01420,25-2,Street_59,A020,522001
AD01421,40-5,Street_34,A021,522001
AD01422,150-8,Street_30,A022,522001
AD01423,77-3,Street_74,A023,522002
AD01424,146-7,Street_10,A024,522001
AD01425,124-6,Street_63,A025,520001
AD01426,153-10,Street_5,A026,522002
AD01427,21-2,Street_43,A027,522001
AD01428,112-14,Street_16,A028,520002
AD01429,192-20,Street_2,A029,522002
AD01430,14-10,Street_68,A030,520001
AD01431,82-18,Street_73,A031,520002
AD01432,84-17,Street_29,A032,520002
AD01433,13-13,Street_58,A033,520001
AD01434,57-14,Street_38,A034,522002
AD01435,38-5,Street_44,A035,520001
AD01436,122-19,Street_7,A036,522002
AD01437,68-3,Street_52,A037,522002
AD01438,199-5,Street_18,A038,522002
AD01439,144-7,Street_63,A039,522002
AD01440,167-19,Street_26,A040,520002
AD01441,63-3,Street_35,A041,522002
AD01442,83-19,Street_12,A042,520001
AD01443,172-14,Street_55,A043,522001
AD01444,90-7,Street_42,A044,522001
AD01445,153-1,Street_40,A045,520002
AD01446,90-20,Street_57,A046,520002
AD01447,113-2,Street_30,A047,520002
AD01448,176-12,Street_20,A048,520001
AD01449,29-2,Street_32,A049,520002
AD01450,74-1,Street_44,A050,520001
AD01451,79-15,Street_61,A051,520001
AD01452,85-7,Street_69,A052,520002
AD01453,53-18,Street_67,A053,522001
AD01454,141-16,Street_80,A054,520002
AD01455,178-1,Street_49,A055,520001
AD01456,66-6,Street_8,A056,522001
AD01457,52-20,Street_35,A057,520001
AD01458,120-1,Street_9,A058,522002
AD01459,170-9,Street_47,A059,520001
AD01460,5-10,Street_50,A060,520002
AD01461,98-17,Street_13,A061,522001
AD01462,125-20,Street_69,A062,520001
AD01463,48-7,Street_65,A063,522002
AD01464,144-1,Street_6,A064,520002
AD01465,136-10,Street_43,A065,522002
AD01466,101-6,Street_3,A066,522001
AD01467,176-12,Street_46,A067,522001
AD01468,61-17,Street_36,A068,520001
AD01469,161-9,Street_50,A069,520001
AD01470,143-9,Street_29,A070,520002
AD01471,88-13,Street_18,A071,520001
AD01472,187-13,Street_67,A072,520002
AD01473,107-8,Street_74,A073,520002
AD01474,110-10,Street_78,A074,522001
AD01475,115-18,Street_17,A075,520002
AD01476,168-5,Street_75,A076,520002
AD01477,36-10,Street_68,A077,520002
AD01478,111-5,Street_73,A078,520002
AD01479,82-3,Street_72,A079,520001
AD01480,48-11,Street_19,A080,520001
AD01481,196-11,Street_53,A081,522002
AD01482,78-15,Street_36,A082,520002
AD01483,200-7,Street_14,A083,520002
AD01484,48-1,Street_79,A084,522001
AD01485,156-19,Street_79,A085,520002
AD01486,153-8,Street_30,A086,520001
AD01487,92-3,Street_62,A087,520002
AD01488,129-20,Street_61,A088,522001
AD01489,48-13,Street_63,A089,522002
AD01490,36-6,Street_25,A090,520002
AD01491,9-14,Street_2,A091,522001
AD01492,106-8,Street_26,A092,520002
AD01493,17-6,Street_57,A093,522002
AD01494,177-11,Street_59,A094,520002
AD01495,110-13,Street_6,A095,522002
AD01496,185-11,Street_51,A096,520001
AD01497,134-4,Street_58,A097,522002
AD01498,11-8,Street_67,A098,522002
AD01499,189-2,Street_72,A099,522002
AD01500,133-2,Street_25,A100,522001
AD01501,113-13,Street_39,A001,522001
AD01502,119-6,Street_55,A002,522001
AD01503,157-2,Street_67,A003,520002
AD01504,119-15,Street_12,A004,520001
AD01505,47-19,Street_70,A005,520002
AD01506,101-14,Street_42,A006,522002
AD01507,7-6,Street_59,A007,520002
AD01508,117-3,Street_33,A008,522001
AD01509,178-6,Street_16,A009,520001
AD01510,30-15,Street_47,A010,520001
AD01511,135-13,Street_66,A011,520002
AD01512,97-18,Street_49,A012,520001
AD01513,197-6,Street_43,A013,520002
AD01514,42-5,Street_23,A014,520001
AD01515,108-10,Street_40,A015,522002
AD01516,74-6,Street_16,A016,520002
AD01517,52-1,Street_80,A017,522001
AD01518,4-15,Street_64,A018,522002
AD01519,140-1,Street_78,A019,522002
AD01520,61-7,Street_76,A020,522002
AD01521,117-14,Street_57,A021,520001
AD01522,154-20,Street_1,A022,520002
AD01523,141-9,Street_80,A023,520002
AD01524,13-6,Street_19,A024,520001
AD01525,168-12,Street_5,A025,520002
AD01526,9-19,Street_78,A026,522001
AD01527,85-3,Street_7,A027,520001
AD01528,107-6,Street_21,A028,522001
AD01529,157-20,Street_74,A029,520002
AD01530,117-19,Street_47,A030,520001
AD01531,24-10,Street_42,A031,522001
AD01532,98-3,Street_55,A032,520001
AD01533,75-16,Street_18,A033,520001
AD01534,178-9,Street_43,A034,522002
AD01535,135-7,Street_27,A035,520001
AD01536,28-19,Street_68,A036,520001
AD01537,124-20,Street_37,A037,522002
AD01538,156-11,Street_34,A038,522001
AD01539,34-20,Street_73,A039,522002
AD01540,134-16,Street_64,A040,520002
AD01541,157-8,Street_38,A041,520002
AD01542,1-4,Street_4,A042,522002
AD01543,161-4,Street_27,A043,522002
AD01544,106-2,Street_43,A044,522001
AD01545,144-7,Street_2,A045,520002
AD01546,177-10,Street_33,A046,520001
AD01547,79-10,Street_65,A047,522001
AD01548,197-1,Street_15,A048,522001
AD01549,88-13,Street_73,A049,520001
AD01550,45-7,Street_43,A050,522001
AD01551,173-16,Street_61,A051,520001
AD01552,166-5,Street_62,A052,520002
AD01553,161-15,Street_69,A053,522001
AD01554,119-14,Street_8,A054,522001
AD01555,145-11,Street_72,A055,520001
AD01556,54-19,Street_43,A056,522001
AD01557,17-5,Street_36,A057,520001
AD01558,87-13,Street_69,A058,520002
AD01559,147-20,Street_50,A059,520002
AD01560,153-4,Street_40,A060,522001
AD01561,182-2,Street_35,A061,522002
AD01562,23-16,Street_31,A062,522001
AD01563,116-10,Street_28,A063,522001
AD01564,45-4,Street_48,A064,520001
AD01565,200-7,Street_12,A065,522002
AD01566,130-1,Street_62,A066,520002
AD01567,49-11,Street_62,A067,522001
AD01568,199-11,Street_19,A068,520001
AD01569,133-5,Street_27,A069,520001
AD01570,118-13,Street_67,A070,520001
AD01571,2-10,Street_6,A071,520001
AD01572,86-15,Street_6,A072,520001
AD01573,134-10,Street_3,A073,522001
AD01574,164-7,Street_42,A074,520002
AD01575,50-10,Street_36,A075,522001
AD01576,198-15,Street_16,A076,522001
AD01577,39-6,Street_36,A077,520001
AD01578,4-20,Street_72,A078,520001
AD01579,53-18,Street_45,A079,522001
AD01580,70-5,Street_37,A080,520002
AD01581,44-3,Street_40,A081,522001
AD01582,139-15,Street_7,A082,520002
AD01583,8-16,Street_7,A083,520001
AD01584,99-2,Street_12,A084,522002
AD01585,101-6,Street_77,A085,522002
AD01586,158-12,Street_40,A086,522001
AD01587,51-18,Street_11,A087,522002
AD01588,146-5,Street_12,A088,522002
AD01589,25-15,Street_40,A089,522002
AD01590,121-8,Street_29,A090,520002
AD01591,158-9,Street_47,A091,522002
AD01592,47-11,Street_42,A092,522002
AD01593,125-1,Street_9,A093,522002
AD01594,29-12,Street_62,A094,522002
AD01595,44-10,Street_45,A095,520002
AD01596,131-4,Street_52,A096,520001
AD01597,84-18,Street_10,A097,522001
AD01598,137-15,Street_52,A098,522002
AD01599,62-20,Street_32,A099,520002
AD01600,124-13,Street_9,A100,522001
AD01601,54-19,Street_56,A001,522002
AD01602,146-11,Street_70,A002,520002
AD01603,45-3,Street_74,A003,522002
AD01604,30-19,Street_77,A004,522002
AD01605,84-18,Street_13,A005,522002
AD01606,46-10,Street_52,A006,520001
AD01607,154-4,Street_77,A007,522002
AD01608,84-16,Street_8,A008,520001
AD01609,56-5,Street_75,A009,520001
AD01610,194-5,Street_20,A010,522002
AD01611,137-10,Street_50,A011,522002
AD01612,51-7,Street_41,A012,522001
AD01613,146-10,Street_56,A013,522001
AD01614,23-19,Street_2,A014,522002
AD01615,33-10,Street_8,A015,522001
AD01616,141-2,Street_1,A016,522001
AD01617,29-10,Street_4,A017,520002
AD01618,111-19,Street_51,A018,522001
AD01619,183-13,Street_52,A019,522002
AD01620,112-18,Street_28,A020,520002
AD01621,122-5,Street_25,A021,522002
AD01622,93-14,Street_20,A022,522001
AD01623,172-5,Street_18,A023,520001
AD01624,19-1,Street_19,A024,522002
AD01625,169-14,Street_18,A025,520001
AD01626,36-14,Street_59,A026,522002
AD01627,160-6,Street_59,A027,522002
AD01628,142-15,Street_50,A028,522001
AD01629,58-6,Street_55,A029,520001
AD01630,148-16,Street_31,A030,522001
AD01631,106-18,Street_74,A031,522001
AD01632,9-2,Street_73,A032,522002
AD01633,181-12,Street_15,A033,522002
AD01634,177-3,Street_19,A034,522001
AD01635,120-17,Street_11,A035,520001
AD01636,63-16,Street_10,A036,522001
AD01637,157-2,Street_44,A037,520001
AD01638,121-15,Street_66,A038,522002
AD01639,147-11,Street_54,A039,522001
AD01640,76-10,Street_22,A040,520001
AD01641,178-20,Street_39,A041,522001
AD01642,16-16,Street_75,A042,520002
AD01643,147-2,Street_38,A043,520001
AD01644,74-16,Street_11,A044,520002
AD01645,130-3,Street_36,A045,522001
AD01646,34-20,Street_36,A046,522001
AD01647,66-1,Street_15,A047,520002
AD01648,152-5,Street_58,A048,522001
AD01649,45-9,Street_31,A049,522002
AD01650,47-17,Street_5,A050,522001
AD01651,22-5,Street_77,A051,520002
AD01652,127-14,Street_50,A052,520002
AD01653,170-15,Street_22,A053,520002
AD01654,148-12,Street_7,A054,522001
AD01655,194-4,Street_7,A055,520002
AD01656,119-13,Street_61,A056,522001
AD01657,122-18,Street_30,A057,522002
AD01658,175-13,Street_61,A058,522001
AD01659,38-17,Street_56,A059,520001
AD01660,74-15,Street_49,A060,522001
AD01661,136-2,Street_13,A061,522001
AD01662,111-20,Street_35,A062,522001
AD01663,70-9,Street_13,A063,522001
AD01664,168-19,Street_51,A064,522002
AD01665,198-8,Street_76,A065,520002
AD01666,134-11,Street_24,A066,522001
AD01667,141-1,Street_2,A067,520001
AD01668,4-14,Street_13,A068,520001
AD01669,176-15,Street_45,A069,520002
AD01670,186-10,Street_33,A070,520002
AD01671,9-1,Street_80,A071,520001
AD01672,15-20,Street_28,A072,520001
AD01673,182-4,Street_12,A073,520002
AD01674,97-19,Street_24,A074,520001
AD01675,179-6,Street_33,A075,522001
AD01676,120-3,Street_59,A076,522001
AD01677,197-14,Street_42,A077,522001
AD01678,42-3,Street_36,A078,520001
AD01679,98-13,Street_43,A079,520001
AD01680,67-9,Street_23,A080,522002
AD01681,18-16,Street_26,A081,522002
AD01682,46-16,Street_14,A082,520002
AD01683,139-14,Street_28,A083,520001
AD01684,114-9,Street_14,A084,520001
AD01685,19-3,Street_74,A085,522001
AD01686,199-15,Street_3,A086,522002
AD01687,39-1,Street_5,A087,522002
AD01688,69-5,Street_43,A088,522002
AD01689,148-1,Street_66,A089,522002
AD01690,123-14,Street_52,A090,520001
AD01691,139-8,Street_1,A091,522002
AD01692,177-16,Street_16,A092,522001
AD01693,86-10,Street_52,A093,520001
AD01694,162-3,Street_47,A094,522001
AD01695,21-15,Street_38,A095,520002
AD01696,46-18,Street_6,A096,522002
AD01697,170-7,Street_39,A097,522002
AD01698,28-12,Street_63,A098,520001
AD01699,162-15,Street_25,A099,520002
AD01700,10-7,Street_4,A100,520002
AD01701,126-13,Street_9,A001,522001
AD01702,128-18,Street_58,A002,520001
AD01703,10-11,Street_8,A003,522001
AD01704,185-2,Street_52,A004,520001
AD01705,55-17,Street_59,A005,520002
AD01706,190-19,Street_30,A006,520001
AD01707,10-5,Street_63,A007,520001
AD01708,121-20,Street_6,A008,520002
AD01709,180-5,Street_2,A009,520002
AD01710,162-2,Street_40,A010,520001
AD01711,117-20,Street_22,A011,520001
AD01712,28-4,Street_64,A012,520002
AD01713,17-7,Street_55,A013,522001
AD01714,189-13,Street_42,A014,520001
AD01715,176-19,Street_70,A015,520002
AD01716,83-7,Street_6,A016,520002
AD01717,86-3,Street_16,A017,522001
AD01718,37-14,Street_22,A018,522001
AD01719,142-6,Street_57,A019,520002
AD01720,149-2,Street_18,A020,520001
AD01721,162-20,Street_49,A021,520002
AD01722,5-16,Street_11,A022,520001
AD01723,2-6,Street_12,A023,522001
AD01724,107-16,Street_17,A024,520002
AD01725,37-9,Street_67,A025,522002
AD01726,106-8,Street_23,A026,520001
AD01727,153-6,Street_64,A027,520001
AD01728,161-10,Street_45,A028,522002
AD01729,2-18,Street_31,A029,520002
AD01730,31-17,Street_13,A030,522001
AD01731,195-18,Street_65,A031,520002
AD01732,119-7,Street_36,A032,520001
AD01733,50-4,Street_20,A033,522002
AD01734,128-6,Street_21,A034,520001
AD01735,14-12,Street_37,A035,520002
AD01736,112-9,Street_43,A036,522002
AD01737,12-4,Street_7,A037,520002
AD01738,41-1,Street_63,A038,520001
AD01739,19-8,Street_57,A039,522001
AD01740,108-7,Street_42,A040,520002
AD01741,200-4,Street_42,A041,520002
AD01742,26-8,Street_53,A042,520002
AD01743,97-8,Street_10,A043,522002
AD01744,150-16,Street_7,A044,522002
AD01745,38-7,Street_79,A045,522002
AD01746,46-13,Street_48,A046,520002
AD01747,118-7,Street_46,A047,522001
AD01748,52-11,Street_17,A048,520001
AD01749,178-19,Street_8,A049,522001
AD01750,35-4,Street_60,A050,522002
AD01751,108-6,Street_44,A051,520002
AD01752,76-20,Street_21,A052,520002
AD01753,148-18,Street_30,A053,520001
AD01754,106-17,Street_63,A054,520002
AD01755,152-16,Street_60,A055,522001
AD01756,4-14,Street_32,A056,520002
AD01757,84-14,Street_75,A057,520002
AD01758,152-5,Street_74,A058,520001
AD01759,107-2,Street_6,A059,522002
AD01760,188-17,Street_5,A060,522002
AD01761,136-13,Street_62,A061,520001
AD01762,116-16,Street_31,A062,520001
AD01763,143-1,Street_53,A063,520002
AD01764,34-12,Street_38,A064,520002
AD01765,166-3,Street_3,A065,522002
AD01766,172-10,Street_21,A066,522002
AD01767,147-19,Street_4,A067,522002
AD01768,119-5,Street_52,A068,520002
AD01769,95-15,Street_1,A069,520001
AD01770,99-11,Street_68,A070,520001
AD01771,76-14,Street_35,A071,520002
AD01772,176-3,Street_80,A072,522001
AD01773,189-2,Street_66,A073,522001
AD01774,14-4,Street_50,A074,522001
AD01775,120-20,Street_6,A075,522001
AD01776,94-6,Street_72,A076,520001
AD01777,144-7,Street_18,A077,522001
AD01778,62-18,Street_15,A078,522002
AD01779,189-19,Street_27,A079,520002
AD01780,83-12,Street_35,A080,522002
AD01781,71-2,Street_9,A081,522001
AD01782,89-15,Street_63,A082,520001
AD01783,121-18,Street_69,A083,522001
AD01784,116-20,Street_48,A084,520001
AD01785,49-15,Street_12,A085,520001
AD01786,101-6,Street_37,A086,520001
AD01787,28-6,Street_36,A087,520001
AD01788,179-5,Street_64,A088,520002
AD01789,53-17,Street_3,A089,522001
AD01790,107-18,Street_17,A090,522002
AD01791,89-14,Street_57,A091,520001
AD01792,75-7,Street_9,A092,520001
AD01793,60-17,Street_43,A093,522002
AD01794,149-11,Street_42,A094,522002
AD01795,152-17,Street_71,A095,522002
AD01796,118-10,Street_73,A096,520002
AD01797,79-6,Street_34,A097,520002
AD01798,124-12,Street_37,A098,520001
AD01799,38-12,Street_37,A099,522002
AD01800,43-20,Street_21,A100,522001
AD01801,47-6,Street_20,A001,520002
AD01802,61-4,Street_6,A002,522001
AD01803,148-5,Street_57,A003,522001
AD01804,95-6,Street_27,A004,520001
AD01805,171-11,Street_45,A005,520002
AD01806,96-15,Street_70,A006,520002
AD01807,137-10,Street_16,A007,520001
AD01808,104-16,Street_19,A008,522002
AD01809,82-5,Street_1,A009,522001
AD01810,166-10,Street_61,A010,522001
AD01811,194-19,Street_19,A011,522002
AD01812,87-4,Street_62,A012,520001
AD01813,36-18,Street_15,A013,522001
AD01814,7-13,Street_80,A014,520002
AD01815,115-12,Street_12,A015,522001
AD01816,15-20,Street_25,A016,520002
AD01817,197-9,Street_26,A017,520001
AD01818,22-18,Street_58,A018,520001
AD01819,132-13,Street_25,A019,522002
AD01820,82-20,Street_78,A020,520001
AD01821,171-12,Street_51,A021,520002
AD01822,184-14,Street_48,A022,522002
AD01823,96-1,Street_37,A023,522001
AD01824,90-10,Street_58,A024,520001
AD01825,56-15,Street_54,A025,522002
AD01826,74-6,Street_55,A026,522002
AD01827,36-19,Street_77,A027,520001
AD01828,37-7,Street_39,A028,522002
AD01829,135-11,Street_9,A029,522002
AD01830,23-1,Street_53,A030,522001
AD01831,107-6,Street_72,A031,522002
AD01832,182-19,Street_18,A032,520002
AD01833,48-13,Street_38,A033,522002
AD01834,11-10,Street_75,A034,522001
AD01835,127-18,Street_60,A035,520002
AD01836,7-1,Street_20,A036,522001
AD01837,77-16,Street_16,A037,522001
AD01838,107-6,Street_63,A038,520002
AD01839,8-4,Street_36,A039,522002
AD01840,18-20,Street_47,A040,522002
AD01841,145-14,Street_34,A041,522002
AD01842,178-4,Street_48,A042,520001
AD01843,67-6,Street_75,A043,520001
AD01844,38-11,Street_60,A044,520002
AD01845,92-6,Street_7,A045,522001
AD01846,93-14,Street_46,A046,520001
AD01847,75-10,Street_68,A047,520001
AD01848,132-7,Street_24,A048,520001
AD01849,154-6,Street_70,A049,522001
AD01850,81-10,Street_35,A050,522001
AD01851,25-18,Street_75,A051,522001
AD01852,37-1,Street_18,A052,522001
AD01853,96-16,Street_53,A053,522001
AD01854,42-4,Street_28,A054,520002
AD01855,129-8,Street_25,A055,520001
AD01856,107-15,Street_10,A056,520001
AD01857,34-1,Street_62,A057,522001
AD01858,80-12,Street_18,A058,522002
AD01859,153-17,Street_44,A059,520002
AD01860,182-10,Street_4,A060,520001
AD01861,57-5,Street_19,A061,520002
AD01862,79-5,Street_27,A062,520002
AD01863,21-14,Street_15,A063,520001
AD01864,5-16,Street_56,A064,520001
AD01865,51-4,Street_5,A065,520001
AD01866,121-4,Street_33,A066,520001
AD01867,17-10,Street_2,A067,520001
AD01868,32-20,Street_27,A068,520002
AD01869,48-12,Street_4,A069,520001
AD01870,38-9,Street_75,A070,522001
AD01871,91-6,Street_65,A071,520002
AD01872,130-19,Street_9,A072,520001
AD01873,149-1,Street_68,A073,520002
AD01874,184-7,Street_37,A074,520002
AD01875,194-18,Street_1,A075,520001
AD01876,55-17,Street_61,A076,522001
AD01877,179-19,Street_24,A077,522002
AD01878,173-4,Street_24,A078,522001
AD01879,98-14,Street_28,A079,520002
AD01880,105-4,Street_41,A080,520001
AD01881,120-4,Street_67,A081,520002
AD01882,127-12,Street_37,A082,520001
AD01883,22-11,Street_64,A083,520001
AD01884,99-10,Street_59,A084,522001
AD01885,176-15,Street_29,A085,522002
AD01886,75-14,Street_25,A086,520001
AD01887,122-12,Street_23,A087,520001
AD01888,173-16,Street_14,A088,522002
AD01889,113-17,Street_11,A089,520001
AD01890,37-13,Street_52,A090,520001
AD01891,190-6,Street_9,A091,522001
AD01892,51-11,Street_26,A092,522002
AD01893,32-8,Street_55,A093,522002
AD01894,72-19,Street_76,A094,522001
AD01895,194-13,Street_46,A095,522002
AD01896,171-20,Street_52,A096,522002
AD01897,131-9,Street_19,A097,522002
AD01898,28-4,Street_33,A098,522002
AD01899,128-8,Street_18,A099,520001
AD01900,26-2,Street_9,A100,522002
AD01901,174-1,Street_23,A001,522002
AD01902,155-11,Street_20,A002,522001
AD01903,160-20,Street_13,A003,520001
AD01904,170-17,Street_64,A004,522002
AD01905,52-10,Street_64,A005,522002
AD01906,130-9,Street_70,A006,522001
AD01907,139-18,Street_3,A007,520001
AD01908,111-4,Street_50,A008,522002
AD01909,81-13,Street_57,A009,522002
AD01910,10-2,Street_23,A010,522001
AD01911,181-6,Street_63,A011,522002
AD01912,35-10,Street_50,A012,522002
AD01913,196-4,Street_73,A013,522002
AD01914,169-18,Street_70,A014,522002
AD01915,122-18,Street_21,A015,520001
AD01916,101-9,Street_64,A016,522002
AD01917,158-12,Street_37,A017,522001
AD01918,16-1,Street_76,A018,520001
AD01919,33-12,Street_45,A019,520001
AD01920,196-11,Street_49,A020,520001
AD01921,110-12,Street_46,A021,522002
AD01922,90-2,Street_32,A022,520002
AD01923,61-10,Street_76,A023,520001
AD01924,177-3,Street_40,A024,520001
AD01925,87-6,Street_3,A025,522001
AD01926,10-15,Street_55,A026,522002
AD01927,69-1,Street_61,A027,520001
AD01928,82-13,Street_74,A028,522002
AD01929,83-19,Street_13,A029,522002
AD01930,26-7,Street_44,A030,522002
AD01931,129-11,Street_22,A031,522001
AD01932,94-14,Street_26,A032,522002
AD01933,163-3,Street_69,A033,520002
AD01934,74-9,Street_7,A034,522001
AD01935,147-13,Street_29,A035,520001
AD01936,184-19,Street_13,A036,522001
AD01937,70-3,Street_73,A037,522002
AD01938,110-7,Street_45,A038,520001
AD01939,167-10,Street_65,A039,522001
AD01940,111-18,Street_41,A040,520002
AD01941,107-13,Street_33,A041,522002
AD01942,172-18,Street_24,A042,520001
AD01943,161-17,Street_24,A043,522002
AD01944,55-15,Street_35,A044,522002
AD01945,145-2,Street_67,A045,520002
AD01946,94-15,Street_19,A046,520002
AD01947,39-10,Street_56,A047,522002
AD01948,82-3,Street_27,A048,522002
AD01949,69-10,Street_21,A049,522001
AD01950,176-20,Street_31,A050,522002
AD01951,62-4,Street_20,A051,520002
AD01952,8-8,Street_40,A052,522002
AD01953,125-18,Street_56,A053,522002
AD01954,166-2,Street_26,A054,520002
AD01955,70-5,Street_4,A055,522001
AD01956,72-18,Street_23,A056,520001
AD01957,185-16,Street_3,A057,520001
AD01958,22-11,Street_78,A058,522001
AD01959,17-14,Street_47,A059,520001
AD01960,102-5,Street_31,A060,520001
AD01961,147-17,Street_16,A061,522001
AD01962,128-3,Street_31,A062,520001
AD01963,198-11,Street_43,A063,522002
AD01964,192-8,Street_55,A064,520002
AD01965,37-4,Street_23,A065,520002
AD01966,71-15,Street_53,A066,522001
AD01967,151-2,Street_63,A067,522001
AD01968,180-4,Street_41,A068,522002
AD01969,122-8,Street_36,A069,520002
AD01970,93-16,Street_48,A070,522001
AD01971,6-20,Street_5,A071,520001
AD01972,177-8,Street_33,A072,522002
AD01973,80-12,Street_16,A073,520002
AD01974,114-13,Street_2,A074,522002
AD01975,66-10,Street_12,A075,520002
AD01976,77-7,Street_21,A076,522002
AD01977,162-11,Street_53,A077,520001
AD01978,71-3,Street_63,A078,522002
AD01979,189-14,Street_43,A079,522002
AD01980,26-6,Street_34,A080,520001
AD01981,91-14,Street_78,A081,522001
AD01982,117-1,Street_7,A082,520002
AD01983,162-15,Street_18,A083,520001
AD01984,103-7,Street_40,A084,522001
AD01985,148-3,Street_15,A085,520002
AD01986,64-17,Street_17,A086,522002
AD01987,82-15,Street_62,A087,520002
AD01988,67-6,Street_76,A088,522001
AD01989,73-7,Street_11,A089,522002
AD01990,95-6,Street_51,A090,522002
AD01991,147-8,Street_3,A091,520001
AD01992,143-20,Street_30,A092,520001
AD01993,119-7,Street_34,A093,520002
AD01994,13-13,Street_80,A094,522002
AD01995,154-9,Street_20,A095,520001
AD01996,95-6,Street_73,A096,520001
AD01997,4-17,Street_56,A097,522002
AD01998,173-16,Street_16,A098,520002
AD01999,183-7,Street_25,A099,522001
AD02000,74-16,Street_49,A100,520002
AD02001,111-7,Street_77,A001,520002
AD02002,73-7,Street_54,A002,520002
AD02003,105-5,Street_4,A003,522001
AD02004,68-8,Street_80,A004,522002
AD02005,64-12,Street_75,A005,522002
AD02006,22-1,Street_61,A006,520002
AD02007,83-13,Street_28,A007,522002
AD02008,182-14,Street_77,A008,522001
AD02009,19-4,Street_72,A009,520001
AD02010,14-11,Street_31,A010,522002
AD02011,91-20,Street_77,A011,520001
AD02012,2-9,Street_65,A012,522002
AD02013,78-13,Street_48,A013,520002
AD02014,144-2,Street_75,A014,520002
AD02015,67-6,Street_65,A015,522002
AD02016,87-15,Street_17,A016,520001
AD02017,82-17,Street_56,A017,520002
AD02018,67-4,Street_41,A018,520001
AD02019,33-16,Street_36,A019,522001
AD02020,111-10,Street_34,A020,522001
AD02021,133-11,Street_56,A021,520002
AD02022,81-16,Street_20,A022,522002
AD02023,14-7,Street_20,A023,520001
AD02024,59-6,Street_5,A024,522002
AD02025,67-6,Street_60,A025,522002
AD02026,30-16,Street_6,A026,522002
AD02027,92-18,Street_63,A027,522002
AD02028,127-4,Street_19,A028,520001
AD02029,90-3,Street_27,A029,522001
AD02030,47-6,Street_66,A030,522001
AD02031,145-19,Street_28,A031,520001
AD02032,135-19,Street_24,A032,522002
AD02033,20-8,Street_64,A033,520001
AD02034,85-1,Street_37,A034,520001
AD02035,101-12,Street_76,A035,520001
AD02036,83-5,Street_4,A036,520001
AD02037,118-16,Street_59,A037,522001
AD02038,153-1,Street_43,A038,520001
AD02039,168-20,Street_58,A039,522001
AD02040,188-19,Street_17,A040,520002
AD02041,13-10,Street_42,A041,520001
AD02042,191-3,Street_71,A042,522002
AD02043,24-13,Street_33,A043,520002
AD02044,62-13,Street_12,A044,520001
AD02045,54-6,Street_50,A045,522002
AD02046,73-5,Street_16,A046,522001
AD02047,126-14,Street_40,A047,520002
AD02048,92-4,Street_48,A048,520002
AD02049,126-15,Street_50,A049,522002
AD02050,69-19,Street_77,A050,522002
AD02051,24-14,Street_48,A051,520002
AD02052,112-14,Street_12,A052,520001
AD02053,132-11,Street_60,A053,520002
AD02054,166-5,Street_64,A054,520001
AD02055,75-15,Street_56,A055,520001
AD02056,123-10,Street_20,A056,520002
AD02057,176-10,Street_32,A057,522002
AD02058,76-19,Street_7,A058,520001
AD02059,12-17,Street_14,A059,522002
AD02060,106-4,Street_60,A060,522001
AD02061,91-9,Street_75,A061,520001
AD02062,197-17,Street_3,A062,520001
AD02063,190-15,Street_23,A063,520002
AD02064,101-2,Street_11,A064,522002
AD02065,181-10,Street_41,A065,522002
AD02066,194-15,Street_80,A066,522001
AD02067,88-6,Street_28,A067,520002
AD02068,21-20,Street_34,A068,520001
AD02069,112-18,Street_3,A069,520001
AD02070,102-4,Street_2,A070,520002
AD02071,168-16,Street_59,A071,522002
AD02072,169-20,Street_63,A072,522001
AD02073,159-20,Street_47,A073,522002
AD02074,78-3,Street_17,A074,520002
AD02075,4-7,Street_15,A075,520001
AD02076,179-7,Street_4,A076,520002
AD02077,124-5,Street_31,A077,522002
AD02078,161-18,Street_25,A078,520001
AD02079,78-15,Street_19,A079,522002
AD02080,109-1,Street_15,A080,520002
AD02081,40-15,Street_63,A081,522002
AD02082,6-15,Street_75,A082,520002
AD02083,52-10,Street_73,A083,522002
AD02084,14-11,Street_2,A084,520001
AD02085,162-14,Street_54,A085,522002
AD02086,189-19,Street_77,A086,522001
AD02087,10-16,Street_52,A087,522002
AD02088,132-19,Street_79,A088,522002
AD02089,60-2,Street_68,A089,520001
AD02090,109-19,Street_41,A090,520001
AD02091,69-14,Street_61,A091,520001
AD02092,127-20,Street_45,A092,522002
AD02093,179-14,Street_3,A093,520002
AD02094,74-7,Street_61,A094,522001
AD02095,113-8,Street_65,A095,520002
AD02096,151-11,Street_78,A096,522002
